1,20.0,4.0,0.0
2,28.0,4.0,1.0
3,37.0,106.0,7.0
4,48.0,123.0,8.0
5,52.0,95.0,4.0
6,54.0,145.0,8.0
7,54.0,148.0,6.0
8,60.0,7.0,0.0
9,60.0,140.0,9.0
10,61.0,211.0,11.0
11,62.0,11.0,0.0
12,66.0,175.0,8.0
13,69.0,122.0,14.0
14,84.0,294.0,15.0
15,86.0,172.0,19.0
16,88.0,183.0,74.0
17,98.0,318.0,18.0
18,99.0,70.0,5.0
19,108.0,17.0,0.0
20,115.0,406.0,6.0
21,116.0,21.0,0.0
22,116.0,258.0,10.0
23,124.0,136.0,20.0
24,127.0,397.0,136.0
25,130.0,495.0,41.0
26,132.0,488.0,25.0
27,136.0,415.0,131.0
28,139.0,426.0,142.0
29,139.0,361.0,6.0
30,140.0,451.0,151.0
31,142.0,617.0,26.0
32,144.0,442.0,157.0
33,144.0,439.0,147.0
34,160.0,459.0,13.0
35,167.0,534.0,202.0
36,172.0,57.0,8.0
37,173.0,473.0,15.0
38,181.0,243.0,35.0
39,182.0,218.0,27.0
40,206.0,63.0,8.0
41,208.0,99.0,4.0
42,219.0,74.0,9.0
43,222.0,71.0,9.0
44,224.0,79.0,4.0
45,224.0,75.0,9.0
46,225.0,602.0,17.0
47,225.0,65.0,9.0
48,232.0,75.0,9.0
49,236.0,75.0,9.0
50,239.0,74.0,10.0
51,261.0,73.0,9.0
52,265.0,82.0,10.0
53,268.0,71.0,9.0
54,281.0,69.0,9.0
55,282.0,69.0,9.0
56,282.0,68.0,9.0
57,295.0,89.0,10.0
58,295.0,110.0,14.0
59,297.0,108.0,13.0
60,300.0,73.0,9.0
61,302.0,1427.0,97.0
62,324.0,98.0,12.0
63,325.0,17.0,2.0
64,389.0,1467.0,31.0
65,401.0,978.0,84.0
66,450.0,3083.0,53.0
67,459.0,2316.0,59.0
68,466.0,121.0,6.0
69,482.0,4201.0,50.0
70,535.0,140.0,16.0
71,541.0,2467.0,61.0
72,553.0,1850.0,38.0
73,610.0,124.0,6.0
74,663.0,38.0,3.0
75,681.0,51.0,5.0
76,710.0,4194.0,231.0
77,746.0,158.0,7.0
78,749.0,161.0,7.0
79,840.0,1931.0,47.0
80,890.0,2203.0,293.0
81,912.0,7385.0,65.0
82,1060.0,4703.0,72.0
83,1064.0,3300.0,11.0
84,1110.0,220.0,9.0
85,1153.0,6618.0,129.0
86,1187.0,247.0,9.0
87,1396.0,4857.0,525.0
88,1414.0,244.0,10.0
89,1487.0,270.0,10.0
90,1691.0,24672.0,158.0
91,1733.0,332.0,12.0
92,1742.0,8117.0,190.0
93,1743.0,3795.0,83.0
94,1995.0,309.0,0.0
95,2027.0,9408.0,133.0
96,3031.0,1738.0,317.0
97,3280.0,18740.0,225.0
98,3606.0,21203.0,225.0
99,4115.0,52697.0,311.0
100,4821.0,21665.0,252.0
